MODZCTA,weighted_no_health_insurance,weighted_No_vehicle,weighted_Household_num,weighted_household_income_mean,weighted_Bachelor,weighted_Population,weighted_estimated_average_age_mean,weighted_Black,weighted_Hispanic,median_median_age
11428.0,1452.0196384332066,1275.429802155044,6562.3262380560645,83002.89102762756,2980.688237921184,27031.171304029842,43.29596382497185,5176.539357808405,5616.373052617991,42.650000000000006
11429.0,1945.5090535075965,1259.7487493807594,6910.337967374156,96626.64845676704,3105.0707484558884,28008.848326082825,40.27642139005393,17166.177216378754,3701.191309666288,41.35
11432.0,5937.16591427458,7499.55913582924,19044.492551906133,79297.37072312356,9664.936358607878,75972.16102320711,38.65417603309712,10105.756221675769,14191.84199798113,39.35
11433.0,2790.268693080603,2403.3437172171334,7714.550765217031,74926.75489547034,2721.0637953717833,32902.72919494278,37.21469511880513,17778.145186733476,4201.4730102692765,38.6
11434.0,3103.985013505927,3519.348735411205,14459.111601739089,73715.89323796661,3835.1520777515707,54017.14812156436,37.449348063221194,38079.44346283054,6151.175090318516,38.8
11435.0,5432.338082575848,7206.956345608341,18954.191309742146,73708.0434876324,8740.740966135802,76130.93907727204,37.26034882142106,15460.598725135947,18064.775215394595,36.5
11436.0,1550.4249941420728,1265.1228247253325,5926.111110796615,78785.35515200031,2079.0720469497774,23625.913536580952,37.603477417861605,13099.902999169271,2841.1092947992465,37.0
11691.0,4252.693761390125,5885.388713710531,13853.068217842761,60782.19083373998,3924.6067641449454,54367.192680652675,34.31631127326169,19701.799207459208,11938.468717948717,35.7
11692.0,1073.619675369137,2544.004406655988,6880.0555110749865,62101.315785598876,2133.3508093444593,26037.086257894982,34.911534280855314,13101.304978658807,5118.139174447194,35.2
11693.0,973.7328796224019,1769.936245990855,5528.1822795945745,67517.74938923934,1934.6023064399233,16229.392112905094,39.6558778777709,3102.32265489207,4251.263813225027,44.775000000000006
11694.0,723.2741116751267,1698.0993473531541,8215.4488759971,106031.8589497892,3850.3002175489482,24053.648295866566,41.19484563972267,1403.6656997824502,3456.2770123277724,46.05
